Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
62,47,4,35254.50481069009,3813.278541568337,20,1,2,1
63,67,4,128704.51366917683,1131.2085353980153,14,6,4,1
64,63,2,90589.90959396162,1884.86431026425,11,4,3,1
65,22,3,145455.5217400094,4157.0366029270335,47,5,1,1
66,61,9,85935.28209855857,3505.831794604345,24,6,4,1
67,53,3,90068.7496189957,3094.503565088018,32,9,0,1
68,59,7,140518.5251820619,3675.7746901980336,1,5,3,0
69,29,7,104408.59411924207,332.47153421120174,2,7,0,0
70,43,4,147324.69080085235,1801.1792818599197,4,9,3,0
71,29,3,116136.85095929082,2617.9662594795077,30,0,1,0
72,41,1,49505.86160885112,2528.2444632656993,37,5,4,0
73,66,8,37474.45907425862,4777.59850929376,4,2,1,1
74,34,1,93983.18758836233,2878.1840139153346,39,8,4,0
75,66,7,88743.93557883246,1742.8011257308924,18,5,4,0
76,23,8,113870.03668808349,4586.787888574349,42,2,4,1
77,67,2,57731.465480074046,3135.7576674621127,15,1,1,1
78,40,6,21513.339155320442,818.7038237271478,32,3,4,0
79,26,4,21527.400674528286,3251.501656975544,42,0,4,1
80,33,4,62388.3910718987,401.31947669427024,7,2,4,0
81,69,4,48647.91921323492,4324.209128782364,3,7,3,0
82,56,4,128842.71898103794,4094.9421855390437,28,6,0,0
83,69,4,114933.11614560278,3926.74942861239,30,6,3,0
84,21,3,113074.68540707063,4987.406985189821,7,5,1,0
85,33,2,36939.40392084448,3421.03278123262,26,8,2,1
86,69,2,115988.18215021136,1338.16971419431,21,1,1,0
87,23,8,59205.064862327265,3300.365488393366,26,3,3,0
88,49,7,127238.81496656343,2204.8461912247094,5,3,4,1
89,31,2,122076.69876320206,3869.5699335469694,22,5,1,1
90,20,1,118508.22935407703,391.44464874008423,18,6,3,0
91,54,5,117751.71060323447,1193.745227497413,1,9,3,1
92,22,9,126896.73756881736,1188.9377366556944,34,6,3,0
93,42,6,137044.96187306495,4651.199375643586,7,1,0,1
94,60,2,140027.5106730397,2547.7825366414218,13,7,0,1
95,46,9,43640.66742627087,2866.481470671108,14,1,1,0
96,24,4,114827.81874875973,958.0830178549222,49,5,4,1
97,68,4,44461.75044230436,1791.9504273026619,18,2,3,0
98,25,7,27617.508052658126,1427.0733218216137,2,5,0,0
99,57,2,30902.536359736292,2299.6322086905448,20,5,0,1
