RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
79,1079,Surname_79,719,Germany,Male,60,7,35316.61431081667,3,1,1,101428.10101375477,0
80,1080,Surname_80,618,France,Male,79,7,136550.3430762109,1,0,1,4829.973915666345,0
81,1081,Surname_81,596,France,Male,87,5,19363.48607587815,2,1,1,142052.28514263823,0
82,1082,Surname_82,533,Germany,Female,40,0,245994.00082025043,1,0,1,5892.335198648892,1
83,1083,Surname_83,838,France,Female,21,2,125454.3863260732,1,1,0,111914.47121561851,0
84,1084,Surname_84,660,Germany,Male,47,9,207505.92473348422,1,0,1,159480.19316082637,0
85,1085,Surname_85,722,Spain,Female,85,2,177319.87840013698,1,0,1,69946.8470571973,1
86,1086,Surname_86,497,Spain,Male,23,6,91313.39219346501,2,0,0,61926.03178273636,0
87,1087,Surname_87,777,France,Female,21,8,103170.40352312288,1,1,1,147885.10748071663,1
88,1088,Surname_88,710,Spain,Female,58,0,72140.33544092294,2,1,0,151173.77141143038,1
89,1089,Surname_89,786,France,Male,62,5,145350.35916300552,1,1,1,197752.75479865217,0
90,1090,Surname_90,609,Germany,Male,32,2,17492.138196213647,3,1,0,106635.44103221991,1
91,1091,Surname_91,734,Germany,Male,50,2,146199.07472557522,3,1,1,148229.068369047,0
92,1092,Surname_92,668,Germany,Female,47,8,200112.79647678835,3,0,1,124661.66903910885,0
93,1093,Surname_93,412,Germany,Male,85,2,216402.46582444693,3,1,0,14918.406833676527,0
94,1094,Surname_94,663,Germany,Male,37,0,46474.58367383392,3,1,1,164345.7321522236,1
95,1095,Surname_95,817,Spain,Female,78,0,94985.29373818166,1,1,0,65647.10843535863,0
96,1096,Surname_96,794,Spain,Female,68,3,143100.86123676444,3,0,1,156320.10217357829,1
97,1097,Surname_97,711,Spain,Female,48,0,149215.80439468205,2,0,1,148693.9963158465,0
98,1098,Surname_98,725,Spain,Male,54,5,63460.66172617959,2,0,1,111792.70878478902,1
99,1099,Surname_99,680,Germany,Female,54,0,406.32544860352834,1,0,1,148104.95771123536,1
