RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
19,1019,Surname_19,603,France,Male,44,6,51322.28615246909,1,0,0,190716.19818546495,1
20,1020,Surname_20,634,Spain,Male,49,0,57062.238245247674,3,0,1,5781.441012107839,1
21,1021,Surname_21,703,Germany,Female,61,8,216380.63194292283,1,0,0,90008.59104532354,1
22,1022,Surname_22,598,France,Female,52,0,13055.847220893786,1,0,0,35278.845782806005,0
23,1023,Surname_23,560,Germany,Female,76,5,194392.59520909248,2,1,1,171986.03530175332,1
24,1024,Surname_24,809,Germany,Male,39,2,134741.0257428483,1,0,1,38290.57524265586,1
25,1025,Surname_25,779,Spain,Male,67,1,151447.57515796338,2,0,0,41642.49919427745,0
26,1026,Surname_26,669,France,Male,67,2,40873.41183975565,2,0,1,45120.60187723587,1
27,1027,Surname_27,655,Germany,Female,48,6,91777.2518684647,2,1,1,172028.20976002884,1
28,1028,Surname_28,538,Germany,Male,77,8,2731.7299937587027,2,0,1,130936.906228903,0
29,1029,Surname_29,755,Spain,Male,48,4,115411.4308069319,2,0,0,190120.31991380383,0
30,1030,Surname_30,524,Germany,Female,68,3,127981.9250141099,3,0,0,131595.67184372124,0
31,1031,Surname_31,488,Spain,Male,27,3,163086.08999426902,3,0,0,28587.56336423029,1
32,1032,Surname_32,812,Germany,Female,41,1,224398.6822010278,3,1,1,13762.421104362873,1
33,1033,Surname_33,461,Spain,Male,58,2,7127.082758429631,1,1,0,8589.128409167759,0
34,1034,Surname_34,784,Spain,Male,34,0,41878.58167735895,3,1,1,173328.3808269259,0
35,1035,Surname_35,655,Spain,Male,31,5,198111.5217585725,1,1,1,17891.76856684891,1
36,1036,Surname_36,678,France,Female,38,5,126059.75665653746,3,0,0,158362.84684701322,1
37,1037,Surname_37,487,Germany,Female,32,2,44477.25648340117,3,0,0,37994.49569176077,1
38,1038,Surname_38,759,Spain,Female,62,1,165224.05117925524,2,0,1,16269.28481939855,0
39,1039,Surname_39,710,France,Female,45,8,161044.41867446745,2,1,0,22924.264268654864,1
40,1040,Surname_40,404,France,Male,63,1,1834.027946033795,2,1,0,164932.333753118,1
41,1041,Surname_41,833,France,Female,20,4,135631.40689179194,3,1,0,113029.8973500645,1
42,1042,Surname_42,428,Germany,Female,57,5,167570.94676567125,3,1,0,160039.85837488718,1
43,1043,Surname_43,813,Germany,Male,79,4,156412.39358725047,2,0,1,148798.23442158365,1
44,1044,Surname_44,682,France,Male,80,5,206300.58924450778,3,1,1,56655.03127675297,0
45,1045,Surname_45,749,France,Female,82,7,249310.87298696325,3,0,1,57371.840870522385,1
46,1046,Surname_46,633,Germany,Female,81,5,150340.3514588346,2,1,0,8628.064727878307,0
47,1047,Surname_47,680,Spain,Female,37,5,179133.03461598916,2,1,1,51878.02294602101,1
48,1048,Surname_48,502,Spain,Male,74,4,203446.35109790115,1,1,1,62540.45185968656,1
49,1049,Surname_49,549,France,Male,50,8,111235.25384419115,2,1,0,115040.53027250545,0
50,1050,Surname_50,664,Germany,Male,59,4,212303.74289968962,1,1,0,196581.7513155069,1
51,1051,Surname_51,487,Germany,Female,71,3,99799.27232926566,1,0,0,1537.9833704856642,0
52,1052,Surname_52,598,Spain,Female,59,6,49020.861636022346,3,1,1,25675.60907616984,1
53,1053,Surname_53,550,Germany,Male,50,0,46445.57428615306,2,0,1,29158.50364048158,0
54,1054,Surname_54,693,Germany,Male,29,9,165803.7469245667,3,1,0,130542.75217926402,0
55,1055,Surname_55,514,Spain,Male,37,3,232528.28415490172,1,1,1,123462.00137530833,0
56,1056,Surname_56,632,France,Male,60,2,249600.53270086573,1,1,0,95033.71485261346,1
57,1057,Surname_57,720,Spain,Male,62,0,139034.24050426253,1,0,1,42144.58752838411,0
58,1058,Surname_58,782,Spain,Male,56,0,69411.39606998111,1,0,1,64391.790529356644,0
59,1059,Surname_59,565,Spain,Female,84,6,39754.43865575462,3,0,1,64007.175108666794,0
60,1060,Surname_60,432,France,Male,57,2,172017.32290714435,1,0,0,20693.270890024014,1
61,1061,Surname_61,652,France,Female,87,0,88801.63027070537,2,0,0,39384.083773369544,1
62,1062,Surname_62,484,Spain,Female,29,4,148451.2546828043,3,1,0,98012.76646268825,1
63,1063,Surname_63,693,France,Male,62,8,102385.47210464941,2,1,0,35167.346927636696,1
64,1064,Surname_64,575,France,Male,21,5,88388.41753785148,3,1,0,95573.84718967594,1
65,1065,Surname_65,440,Spain,Female,74,8,27184.582835927395,3,1,0,82845.0479352589,0
66,1066,Surname_66,619,Germany,Male,55,8,139262.49749841975,2,1,1,182540.28800230334,0
67,1067,Surname_67,572,Spain,Male,21,4,124780.99943920174,1,1,1,71035.34754177666,1
68,1068,Surname_68,472,Spain,Female,81,3,197671.09205350943,3,1,0,51500.13153467102,1
69,1069,Surname_69,479,France,Female,26,2,114880.40601130092,2,1,1,95460.73344803456,0
70,1070,Surname_70,537,Spain,Male,44,1,114873.58881780085,3,0,0,6997.078454771758,1
71,1071,Surname_71,825,Spain,Male,29,1,144484.79475100507,3,0,0,139392.83426215642,0
72,1072,Surname_72,435,Spain,Female,21,6,171773.70601221424,3,1,0,178416.2705470575,0
73,1073,Surname_73,732,Spain,Male,71,3,25195.9018230683,1,1,1,81302.73489215705,1
74,1074,Surname_74,564,France,Male,25,2,142465.25936242347,1,1,1,160894.3987869736,1
75,1075,Surname_75,609,France,Female,36,1,54701.36488981758,3,1,0,76387.46648075913,1
76,1076,Surname_76,731,Germany,Male,57,5,29664.84941305769,2,1,1,156050.45764122423,1
77,1077,Surname_77,710,Spain,Female,40,6,111691.77023275442,1,1,0,96321.18656124928,1
78,1078,Surname_78,710,Spain,Female,53,5,29343.82148506526,3,1,0,158380.43096521395,0
79,1079,Surname_79,635,Spain,Female,77,7,133112.0618068224,1,0,1,157522.74438592297,1
80,1080,Surname_80,601,France,Male,33,7,91235.72529705409,1,0,0,30478.887269393494,0
81,1081,Surname_81,442,France,Male,61,1,26214.205141607104,1,1,0,88867.87267406704,1
82,1082,Surname_82,798,Germany,Male,75,1,196687.34905341463,3,1,0,71307.4510708121,1
83,1083,Surname_83,456,France,Male,46,6,55339.879469307154,3,1,0,94624.26013431707,0
84,1084,Surname_84,582,France,Male,25,2,115044.14078624129,2,1,1,193817.8970825895,1
85,1085,Surname_85,785,Germany,Female,68,5,98835.95602669058,1,0,0,123562.81044872745,1
86,1086,Surname_86,604,Germany,Male,58,5,224010.94612650143,2,0,1,130010.38938246669,1
87,1087,Surname_87,701,Germany,Male,68,2,112452.66273939486,3,1,0,17890.28155035761,1
88,1088,Surname_88,495,Germany,Male,56,1,50333.30541642414,3,1,0,199286.713634672,1
89,1089,Surname_89,589,Spain,Female,76,7,187369.80060232774,1,1,1,21816.389304533273,1
90,1090,Surname_90,443,Germany,Female,45,5,1513.4128565668925,2,0,1,128927.91283768206,0
91,1091,Surname_91,662,France,Female,83,8,184659.4995569435,3,1,0,32317.020879475454,0
92,1092,Surname_92,436,Germany,Female,40,7,130619.98044238002,3,0,1,44796.18581950594,1
93,1093,Surname_93,731,Spain,Female,72,1,241838.20249979247,2,1,1,5382.657594977329,0
94,1094,Surname_94,456,Spain,Female,25,7,129039.23224989067,3,1,1,106023.9477897734,0
95,1095,Surname_95,408,Germany,Female,26,8,168972.24387487833,3,0,0,41742.50230996905,1
96,1096,Surname_96,406,France,Male,71,9,70028.55946577193,2,1,1,108245.90755403592,0
97,1097,Surname_97,559,Germany,Male,43,4,72544.78145851042,2,1,0,77355.43482932063,1
98,1098,Surname_98,427,France,Female,70,4,106036.26403514635,2,1,0,114669.39497317342,1
99,1099,Surname_99,845,Germany,Male,27,8,104536.80666947385,3,0,1,143708.5248061737,0
