RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
39,1039,Surname_39,795,Spain,Male,22,9,61438.17677981334,1,0,0,42203.38748108265,0
40,1040,Surname_40,571,France,Male,82,0,179030.53964735358,2,0,0,40181.72295083498,1
41,1041,Surname_41,553,Spain,Female,60,5,35855.70816863973,3,0,0,32393.46898697548,1
42,1042,Surname_42,593,Germany,Female,38,9,230448.66752911988,1,0,1,186017.29335750014,0
43,1043,Surname_43,762,France,Female,60,9,243761.66477376662,3,0,1,142550.46444026392,0
44,1044,Surname_44,747,Spain,Male,63,3,13434.57868557571,1,0,0,75932.6080998866,0
45,1045,Surname_45,815,Germany,Female,34,8,15055.768014755693,2,1,0,98185.78432517748,0
46,1046,Surname_46,694,Spain,Female,87,7,231055.4915859658,1,1,0,92232.45319668806,0
47,1047,Surname_47,698,Spain,Male,19,7,238296.83904326375,2,1,1,117425.07540771898,0
48,1048,Surname_48,511,Spain,Female,47,8,218179.1252989595,3,0,0,53385.95850527957,0
49,1049,Surname_49,432,Germany,Female,64,9,7589.07633731537,1,0,0,14707.26852621318,0
50,1050,Surname_50,495,Spain,Female,86,9,245859.3105278594,3,1,1,163417.04247579005,1
51,1051,Surname_51,689,Spain,Male,48,2,226244.6057921124,2,1,1,115037.21355637423,1
52,1052,Surname_52,586,France,Male,34,5,37099.964041179795,3,0,1,17025.22014411431,0
53,1053,Surname_53,608,France,Female,25,7,225476.8439915171,2,0,1,46749.88771427958,1
54,1054,Surname_54,648,France,Male,75,8,98730.67966626892,2,1,1,12214.120240037959,0
55,1055,Surname_55,448,Spain,Male,62,8,18786.751463661516,3,0,0,44339.47547912929,0
56,1056,Surname_56,573,France,Female,83,8,118300.08398838057,1,0,0,105128.21501677761,1
57,1057,Surname_57,641,France,Male,74,3,123574.37262929424,1,1,1,57035.3042995486,1
58,1058,Surname_58,421,Germany,Male,61,4,77279.3089953435,2,0,1,143351.00842098217,1
59,1059,Surname_59,822,France,Male,20,9,179106.0853662597,3,1,1,56715.051859675026,0
60,1060,Surname_60,511,Spain,Female,65,1,165923.018356057,3,1,0,72393.55359009307,1
61,1061,Surname_61,506,Spain,Male,84,9,158840.5636505849,1,0,0,83470.78634720016,1
62,1062,Surname_62,533,France,Female,33,5,222846.4285837306,2,0,1,121843.36101994949,1
63,1063,Surname_63,784,Germany,Female,82,6,103339.24731789046,3,0,1,86723.07530262828,0
64,1064,Surname_64,702,Germany,Male,66,6,66411.06835855979,2,0,1,96405.67301457755,0
65,1065,Surname_65,701,France,Female,43,7,30468.27547385611,2,1,1,103598.45317611852,1
66,1066,Surname_66,698,France,Female,70,5,5787.827966784953,1,1,1,131568.8382560683,1
67,1067,Surname_67,812,Spain,Male,70,1,138333.04294680373,2,0,1,191582.34958928177,0
68,1068,Surname_68,490,Germany,Male,43,1,177049.85062521938,3,1,1,180898.1757762172,1
69,1069,Surname_69,838,France,Male,85,5,224777.63974662326,3,0,1,149322.7178013782,1
70,1070,Surname_70,679,Germany,Female,41,1,95650.09812300451,3,0,1,160764.57275490277,1
71,1071,Surname_71,545,France,Female,89,3,5488.226869078794,3,0,0,93781.99554206048,0
72,1072,Surname_72,704,Spain,Male,40,9,47659.82446834133,3,0,0,170467.9145205832,0
73,1073,Surname_73,706,France,Female,38,8,231624.76114865037,2,0,1,183146.5580652385,0
74,1074,Surname_74,700,Spain,Male,44,1,187034.29510717394,1,1,0,124716.02711276454,0
75,1075,Surname_75,667,Germany,Male,78,6,228097.9594021389,2,1,0,71750.49880802554,1
76,1076,Surname_76,641,Spain,Male,49,2,247064.1732501297,3,0,0,95050.45431225913,0
77,1077,Surname_77,492,Germany,Male,73,2,39791.799539168285,3,1,0,40086.81880706163,0
78,1078,Surname_78,439,Germany,Female,39,8,114427.76850128359,3,1,1,161655.42269538314,0
79,1079,Surname_79,660,Spain,Female,64,7,183498.67943355476,1,0,0,51390.28227560304,1
80,1080,Surname_80,802,Germany,Female,56,7,183305.07498665358,1,1,1,108443.4970281845,1
81,1081,Surname_81,802,France,Female,82,6,343.0804088563888,3,1,1,77316.9232001041,1
82,1082,Surname_82,429,Germany,Female,25,9,249988.25384355595,3,1,0,38318.52565844616,0
83,1083,Surname_83,849,Spain,Female,58,5,106812.09547321167,2,0,0,147832.04004306532,0
84,1084,Surname_84,462,France,Male,18,1,9950.236519640805,3,1,1,66618.3073095678,0
85,1085,Surname_85,773,Spain,Male,51,8,248853.66620997415,2,1,1,116990.20707479384,0
86,1086,Surname_86,833,Spain,Female,81,4,74375.60584353561,1,0,0,166514.12953657363,1
87,1087,Surname_87,480,France,Male,84,0,27025.816899548667,2,0,0,130910.15841088106,0
88,1088,Surname_88,769,France,Female,84,8,210705.25958090174,3,1,0,182224.00676136962,1
89,1089,Surname_89,728,Germany,Male,56,6,164384.74003689564,3,1,1,187022.69224662363,0
90,1090,Surname_90,409,Germany,Male,89,8,179541.51142926567,3,0,0,88989.8890907766,1
91,1091,Surname_91,847,France,Female,47,8,30316.453497735372,2,0,0,3997.9277892463715,0
92,1092,Surname_92,733,Spain,Female,41,3,207170.14209164117,1,0,1,71820.31360479222,1
93,1093,Surname_93,428,France,Female,21,6,114171.70622829528,2,1,1,140981.15170332053,0
94,1094,Surname_94,762,Germany,Male,54,6,182519.8472154845,1,1,1,101617.86445884744,1
95,1095,Surname_95,555,Spain,Female,66,4,117661.14568297107,3,0,0,14682.44238648731,0
96,1096,Surname_96,619,France,Female,73,5,170919.0266406858,1,1,1,80579.45457467169,0
97,1097,Surname_97,695,Germany,Female,71,7,45602.94692472863,2,1,0,55018.80980392036,0
98,1098,Surname_98,433,Spain,Female,41,4,31890.35135041024,3,1,0,128140.51713759587,0
99,1099,Surname_99,673,France,Female,54,4,205684.99377563674,3,0,1,40449.45684262355,0
