RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
29,1029,Surname_29,739,France,Male,22,4,96598.19801723066,2,0,0,151091.63125319075,0
30,1030,Surname_30,635,Spain,Female,41,3,28124.444916316217,3,1,0,47803.07984788688,1
31,1031,Surname_31,707,France,Female,66,8,233516.6195968321,2,1,1,85025.71852146316,1
32,1032,Surname_32,580,Spain,Male,30,3,210772.12310787337,3,0,0,128081.05230486162,0
33,1033,Surname_33,515,Spain,Male,77,8,84616.05266207576,2,1,1,180323.31228251997,0
34,1034,Surname_34,601,France,Female,37,3,245555.349174539,1,1,0,189334.834263087,1
35,1035,Surname_35,466,France,Female,83,8,134119.46033565054,1,1,0,98875.13686609195,0
36,1036,Surname_36,839,Germany,Female,31,1,49169.69481944245,3,0,1,110776.87249499944,1
37,1037,Surname_37,741,Spain,Female,57,3,44441.05391222131,1,0,0,4740.721956964874,0
38,1038,Surname_38,814,France,Female,19,9,46692.653231901415,3,0,1,73427.42230991018,0
39,1039,Surname_39,688,Germany,Male,53,0,193305.06610651477,2,0,0,117595.77785451969,1
40,1040,Surname_40,550,Spain,Male,56,6,75397.23811433185,2,1,0,17181.77054715429,0
41,1041,Surname_41,535,France,Female,60,5,153639.94573089507,2,0,1,159119.42843747983,1
42,1042,Surname_42,662,Spain,Female,25,5,193071.4136460809,2,1,1,16751.72948564266,0
43,1043,Surname_43,583,France,Male,57,3,68546.75834636991,3,0,0,24010.460471782026,0
44,1044,Surname_44,521,Spain,Male,24,6,7114.4436398750395,3,1,1,88639.28728661794,1
45,1045,Surname_45,775,Spain,Male,69,5,121272.80373564902,2,0,0,107691.06167590141,1
46,1046,Surname_46,553,Spain,Male,30,5,20382.37728111397,3,1,1,191215.27199289488,0
47,1047,Surname_47,542,Spain,Female,32,5,75976.88100967031,3,0,0,17484.12675757974,0
48,1048,Surname_48,661,France,Female,79,5,41781.2918980936,3,0,0,170573.79826770705,1
49,1049,Surname_49,444,France,Male,55,6,70644.87319139013,2,1,0,191129.46994285518,0
50,1050,Surname_50,763,Spain,Male,79,8,20447.546810292595,1,1,1,1121.099579048745,0
51,1051,Surname_51,730,France,Female,72,8,87800.45348812848,2,0,0,71607.51134427787,1
52,1052,Surname_52,443,Spain,Male,79,9,91521.56084120067,2,0,0,91534.32147591437,1
53,1053,Surname_53,606,France,Male,39,8,69234.06848280426,1,1,1,6534.801783844206,0
54,1054,Surname_54,651,France,Female,61,9,246509.01601232542,2,0,0,69983.37862029888,1
55,1055,Surname_55,421,Spain,Male,61,0,106234.05527059351,3,0,0,18905.548958524872,1
56,1056,Surname_56,653,France,Female,19,9,28651.954875557996,2,0,0,50465.07699592334,1
57,1057,Surname_57,721,Spain,Female,33,8,231765.9232454463,1,0,1,35670.481278943094,0
58,1058,Surname_58,727,Spain,Male,53,8,184917.0333496227,2,1,1,157908.35621137958,1
59,1059,Surname_59,613,France,Male,84,0,201741.77179080943,1,1,1,177000.44440858823,1
60,1060,Surname_60,451,Germany,Female,56,3,241611.6466141362,3,1,0,168409.603130398,1
61,1061,Surname_61,460,Germany,Male,61,9,160590.70489291806,3,1,0,99065.3324700608,0
62,1062,Surname_62,606,Spain,Male,74,7,230882.95259368967,3,1,1,56395.87067363056,1
63,1063,Surname_63,498,Germany,Male,54,0,214154.1058458425,3,0,1,154718.1861998355,0
64,1064,Surname_64,812,Germany,Female,26,5,158430.1026631463,3,0,1,28873.390855353966,0
65,1065,Surname_65,762,France,Male,22,1,33968.13889316258,3,1,0,2098.624818709818,1
66,1066,Surname_66,527,Spain,Female,49,1,62801.82216521266,3,0,1,13217.560041783929,1
67,1067,Surname_67,496,Spain,Male,76,9,17727.575496347654,1,0,1,152765.92628281843,1
68,1068,Surname_68,741,France,Female,60,0,39229.61048261167,2,0,0,122486.49257670488,1
69,1069,Surname_69,795,Germany,Female,62,3,23249.229601389503,1,0,1,8110.468014582523,1
70,1070,Surname_70,830,Germany,Female,50,0,167332.57676470745,3,1,1,179744.1154911695,0
71,1071,Surname_71,708,Spain,Male,52,0,89544.4848503022,2,1,1,176918.6914599515,1
72,1072,Surname_72,418,France,Female,76,7,10236.322124675178,3,0,1,31103.5975710384,1
73,1073,Surname_73,661,Spain,Female,21,7,186468.3878991557,1,1,1,128863.04870990326,0
74,1074,Surname_74,565,France,Male,27,0,105927.12757786905,3,1,0,74461.02428247724,1
75,1075,Surname_75,689,Spain,Male,40,7,138490.52307938994,1,1,0,3226.9831450901834,0
76,1076,Surname_76,668,Spain,Male,54,5,202748.16814967763,1,0,1,36083.47922276679,1
77,1077,Surname_77,505,Spain,Female,75,4,176690.93510753245,1,1,1,121352.38240530687,0
78,1078,Surname_78,668,Spain,Female,88,8,177213.89124327595,3,0,1,109099.1995523725,1
79,1079,Surname_79,542,Germany,Female,28,7,86362.81286877961,1,1,1,193871.07596581292,0
80,1080,Surname_80,763,France,Male,69,7,65561.33820295523,1,1,0,72857.09288789886,0
81,1081,Surname_81,666,France,Female,49,8,2552.963647463269,2,0,0,166465.28072611464,1
82,1082,Surname_82,440,Spain,Female,84,0,227566.29245194836,1,1,1,40719.31276954788,1
83,1083,Surname_83,839,France,Male,45,2,26989.453967265097,1,1,1,178188.47224091427,0
84,1084,Surname_84,497,Germany,Female,57,1,72453.62066966019,1,1,1,199377.76907040383,1
85,1085,Surname_85,418,Spain,Female,22,2,201786.73512481785,1,1,1,137804.7352926377,1
86,1086,Surname_86,476,Germany,Male,81,3,107681.5594357717,1,1,0,34478.902130187686,1
87,1087,Surname_87,567,France,Female,19,9,130218.13686242937,2,1,0,19114.510427072928,0
88,1088,Surname_88,749,Spain,Female,80,4,180795.63396473965,1,1,1,130575.35382205476,0
89,1089,Surname_89,540,Spain,Male,18,5,17220.232202576874,1,0,1,185394.4789056362,1
90,1090,Surname_90,470,France,Male,76,8,144425.8874897557,3,0,0,75849.12159459369,1
91,1091,Surname_91,508,Germany,Male,46,2,84732.08895165549,3,1,1,90336.12865795183,1
92,1092,Surname_92,437,Spain,Male,37,5,169579.20716388462,3,0,1,8482.453775578688,1
93,1093,Surname_93,486,Spain,Male,87,4,217027.27860615402,1,1,1,159076.3026257193,1
94,1094,Surname_94,517,Spain,Male,85,2,241712.78569105358,1,0,0,73366.36121865585,1
95,1095,Surname_95,587,Spain,Female,29,5,161342.53726401218,2,1,0,3864.5457702313565,0
96,1096,Surname_96,652,Spain,Male,27,5,91209.7148944091,1,1,0,124639.43627118891,0
97,1097,Surname_97,627,Germany,Female,33,7,206941.5929009052,3,1,1,89459.17287231103,1
98,1098,Surname_98,733,France,Female,89,5,175411.5679558415,2,0,1,6602.524909875883,1
99,1099,Surname_99,842,Spain,Male,56,6,63406.98166518793,3,1,0,180126.6164771144,0
