RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
65,1065,Surname_65,805,Germany,Male,45,7,104586.70171873488,1,0,0,113060.15568782411,1
66,1066,Surname_66,598,Germany,Female,46,9,45967.299610473274,3,0,1,120145.41375502825,1
67,1067,Surname_67,647,Spain,Male,46,5,135526.9419442011,1,0,1,37720.17588011843,1
68,1068,Surname_68,792,Germany,Male,85,2,214631.36917031842,1,1,1,20508.960657790336,1
69,1069,Surname_69,837,France,Female,76,1,77890.39223143562,1,0,0,170953.62161841214,0
70,1070,Surname_70,819,Germany,Male,29,1,112128.64046450674,2,0,1,196245.41303409188,0
71,1071,Surname_71,841,France,Female,82,9,101619.40378921691,2,1,1,74120.74846532986,0
72,1072,Surname_72,824,Spain,Female,84,8,144478.6568205267,2,0,1,39875.36888690087,1
73,1073,Surname_73,760,Germany,Male,89,2,60579.667793274755,2,1,0,142416.1657862921,0
74,1074,Surname_74,607,France,Male,63,8,161897.68507015027,2,0,1,95048.35277470676,0
75,1075,Surname_75,643,France,Male,79,6,189588.13447319812,3,0,0,101561.35378234964,1
76,1076,Surname_76,710,Germany,Male,65,3,74394.63232855767,2,0,0,98106.52929038489,1
77,1077,Surname_77,785,France,Male,74,7,114585.76183092089,3,1,1,157674.40283440845,1
78,1078,Surname_78,667,Germany,Male,61,4,82710.70723525861,2,0,0,172102.19014287402,1
79,1079,Surname_79,638,Germany,Female,18,6,232121.54055847414,3,1,1,147048.8334654432,0
80,1080,Surname_80,576,Germany,Female,62,2,150131.76294877377,2,0,1,137303.95971961148,0
81,1081,Surname_81,401,France,Female,33,9,40107.029998890124,1,0,0,157065.76490964263,0
82,1082,Surname_82,483,Spain,Female,71,0,177023.35349424937,3,1,1,16883.761119198767,0
83,1083,Surname_83,428,Germany,Female,56,4,31047.05831573354,2,1,0,161280.46764902706,0
84,1084,Surname_84,722,Germany,Female,19,7,50035.09172848672,1,1,1,40609.94601575357,1
85,1085,Surname_85,589,Germany,Female,20,7,95528.52315862426,1,1,1,78454.60159539816,1
86,1086,Surname_86,619,France,Male,37,8,201591.6173833156,3,0,0,71441.97317411649,1
87,1087,Surname_87,811,France,Female,42,8,163542.77353449436,1,1,0,81872.8587161047,0
88,1088,Surname_88,713,Germany,Male,70,0,18874.119928142114,2,1,1,109812.71088937808,1
89,1089,Surname_89,729,France,Male,24,8,186642.31870934294,2,1,0,39362.08684138524,0
90,1090,Surname_90,630,Germany,Female,89,1,70764.8345962267,1,1,0,99411.42778586368,1
91,1091,Surname_91,520,Spain,Male,87,6,212713.51659230303,2,1,1,116108.71884446093,0
92,1092,Surname_92,658,Germany,Male,61,9,117106.69384436998,1,0,0,105462.38325785717,0
93,1093,Surname_93,567,France,Male,29,5,88002.26171487485,1,1,0,12742.40072078702,0
94,1094,Surname_94,508,Germany,Male,60,1,50202.48619930398,2,0,0,95111.34066669362,1
95,1095,Surname_95,550,France,Male,35,4,112698.45307022799,2,1,1,108301.26213882574,0
96,1096,Surname_96,736,Germany,Female,70,2,82789.84424357496,1,0,0,146352.52961026054,1
97,1097,Surname_97,628,Spain,Female,43,7,168720.41494484246,3,1,1,198658.0800448898,1
98,1098,Surname_98,487,Germany,Female,87,3,218481.88167496416,1,1,0,30306.98761927121,0
99,1099,Surname_99,725,France,Female,67,7,106322.46410297682,3,0,1,170015.44017198926,1
