Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
37,20,4,91860.70528558026,3137.562855299892,16,6,2,1
38,66,7,64621.547994529275,2795.219335063955,27,3,4,0
39,24,2,60259.40641283261,4061.286299797624,4,2,1,1
40,68,8,110502.22450113315,3976.2975771457145,15,1,1,0
41,44,8,108674.28861756224,2794.8750928621903,38,8,1,1
42,54,3,76891.23480560142,723.0612281727425,45,9,3,1
43,48,1,98684.76941034228,207.911658935086,46,1,4,0
44,54,7,147876.8775545237,3069.6503586786707,22,7,3,0
45,20,3,81529.42107043008,2301.9414792216303,11,6,1,0
46,41,3,117830.52970347411,2054.5720215962415,35,3,0,0
47,23,8,104094.30391190933,940.2452692322856,20,2,2,1
48,28,5,80725.76496978087,378.7819585182666,34,5,4,0
49,64,4,123832.83829950656,4383.392457189122,46,8,2,0
50,63,4,123285.99187436483,1372.4604766653856,25,9,1,0
51,25,9,84571.94119442964,2884.415318522186,25,1,4,0
52,43,6,137589.80410825074,2886.841690618196,38,3,0,1
53,49,2,126969.69909053261,2576.1706042109226,47,9,1,0
54,54,4,57868.86986222273,244.1637021634034,41,6,1,1
55,35,3,59865.37652766867,3287.7150623059156,37,1,0,0
56,23,4,139285.78094659362,992.9965242449781,24,9,1,1
57,58,8,96071.98415118743,4865.5331545678255,4,2,4,1
58,53,6,112078.07139265124,1285.3944597177451,27,1,3,1
59,61,9,137651.2046305099,4939.376548238694,6,2,1,0
60,55,1,55132.8236170821,2755.873151078746,3,6,1,1
61,42,1,137447.63390453532,406.9989366252042,37,9,4,1
62,25,7,66584.71424934376,1277.8107845480554,4,6,4,1
63,60,3,148248.3092860388,715.06685345061,41,7,4,0
64,34,7,148888.07442693837,605.5110039915031,9,8,0,0
65,41,8,104365.56549548432,302.8529423411061,30,8,2,0
66,21,5,34111.21998727444,3990.878094959764,35,0,3,0
67,29,5,59773.64257020116,2899.5940761531983,3,0,0,1
68,34,8,37160.267669749664,1186.8647663970594,16,2,0,0
69,43,3,41462.473444769465,4186.763484519369,11,0,2,0
70,22,9,117606.02511218225,2926.763669832183,3,2,2,0
71,57,2,30789.46364141061,2514.669699769762,24,7,1,0
72,58,2,65735.59946181682,3984.7545799689774,19,7,1,0
73,36,9,147483.1459273605,314.0452331605708,49,7,1,0
74,67,4,97600.96190330245,2627.3154434390694,20,6,2,0
75,38,4,112717.60557566753,2763.2473729143303,25,3,3,1
76,25,6,89151.17731104951,2408.134089313613,22,2,2,1
77,56,3,114908.434706677,922.30813543581,5,2,2,0
78,30,8,97351.08279822666,3223.397612842472,6,1,2,0
79,67,7,67867.97912965738,2555.3888624006,27,0,0,1
80,60,4,46112.3013972188,334.0072481907948,6,0,3,1
81,45,6,63339.385347837226,2343.5832830053696,7,3,4,1
82,38,8,149418.80805836455,4716.135523375952,14,5,3,1
83,36,3,30547.449896848673,3130.7305400087657,4,2,2,0
84,20,4,30754.703620130233,1404.089364453144,29,0,4,1
85,55,2,145664.90180820145,3737.183459556682,22,6,1,1
86,53,2,65536.64046322243,4156.991856354163,29,2,1,1
87,49,9,147596.65968148893,4526.56205429981,32,8,3,0
88,23,5,38812.706010111346,4014.916562599013,31,3,4,1
89,52,7,65648.19438202772,1868.1525928618933,35,4,2,1
90,25,6,130715.62036046198,2491.983391772253,30,5,2,1
91,63,3,69625.41910837467,2879.1826771691963,23,1,0,1
92,20,8,114708.62225981975,3685.951211441145,45,5,4,0
93,40,3,89458.73550516069,3167.53069261459,23,1,3,0
94,51,5,29536.780801870904,1929.5611687368778,22,4,3,0
95,58,2,61773.70610122897,1469.7125475337448,1,4,4,1
96,68,5,27324.564082766272,709.2668878197402,11,8,3,0
97,37,8,61613.80996761381,2358.9226559460435,9,1,2,0
98,58,6,80774.55258283233,1645.869046788734,20,6,2,0
99,24,3,29136.901448138236,1401.8458072109206,12,3,0,1
