Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
49,24,2,62351.07964429568,4248.189652442297,6,0,3,0
50,56,7,63417.55680903362,3963.1218523394286,12,8,3,0
51,19,6,108931.7978858916,1820.9016294437395,41,6,3,0
52,39,6,93163.35269875191,3510.122628741303,46,6,0,1
53,45,3,111499.23299679035,2551.6134552439808,43,4,2,0
54,50,2,47733.470383186934,4383.959771931746,40,2,1,1
55,41,3,36565.12919242798,4264.4799374772,33,3,0,1
56,45,6,68322.67838122696,350.13538518443,37,6,1,1
57,25,7,27305.800999259907,4798.829752138524,37,4,1,0
58,19,7,29848.09120817089,2616.9890787241684,34,2,3,0
59,58,1,143121.3841397151,3233.863413963411,5,6,2,1
60,26,9,126774.44638807376,2479.1015953449987,22,1,0,0
61,20,8,82577.12473942916,2756.9056114218806,46,3,3,0
62,65,2,25423.93380176655,873.2585034667559,1,6,0,1
63,64,5,89197.1636349017,4203.139527336178,42,0,0,1
64,36,9,135617.4629695658,2238.156024661609,19,5,4,0
65,42,4,113872.80078456491,796.0708967648986,10,8,2,1
66,57,2,106686.2077283205,4326.494713512944,27,6,4,0
67,45,9,65845.68807083022,1254.3951381194624,28,3,2,1
68,23,4,56106.57173033137,4743.501375227218,24,0,1,0
69,45,6,135101.0710179684,4263.090770928508,8,7,1,0
70,20,2,50270.0917318447,3728.069732977436,31,7,3,0
71,42,2,138824.88321759176,1597.5293753547203,15,5,1,1
72,27,7,107441.19522221781,696.1932855011398,22,9,2,1
73,55,8,26574.03919161752,1219.6150382103167,23,4,3,1
74,34,2,29276.665471742606,4515.456349908868,39,4,2,1
75,28,1,135496.9809516563,2629.844077678444,9,8,4,0
76,50,3,98441.57520372183,2916.417033157701,12,8,1,1
77,25,6,86675.6761462177,990.0730928018532,28,8,0,0
78,35,8,124534.1232460413,214.70533698871793,37,1,0,0
79,61,6,75038.36257896168,2438.701345549326,12,5,4,0
80,58,1,69389.42433309735,959.4103622228242,20,7,3,0
81,55,3,40435.856199088026,3639.2848225612042,36,7,1,0
82,25,4,129148.00312147372,1523.3590791579338,32,2,0,1
83,54,6,92612.7701487024,4286.22209330588,32,4,4,0
84,33,3,106599.42587127378,2047.1768606195833,47,7,4,0
85,59,8,57686.770618455084,1228.0408879797062,7,9,0,0
86,47,6,68714.49304400731,1408.3970781830033,30,9,4,0
87,44,4,53142.44585963091,1731.917599123137,36,2,0,0
88,60,1,54061.23408281283,1803.3635109928566,48,3,2,0
89,63,5,29423.831873373645,4475.588940036112,30,3,1,1
90,38,5,22189.844819183807,2414.56684684522,7,5,4,0
91,25,8,76635.98321125601,1009.9063821030716,4,5,1,0
92,33,5,107827.92709704248,3328.1258716514462,49,9,2,1
93,48,8,98318.61406471,3836.8277439369244,3,4,0,0
94,23,5,53484.39708630594,1847.9285405473888,32,1,1,0
95,51,7,134079.34078635706,2226.870474648439,40,8,0,1
96,25,8,64564.02269489055,1229.5622857925116,9,8,4,0
97,22,7,65706.28508671149,3963.1622254677754,30,4,1,0
98,45,8,77000.41268335303,3998.4865088325087,32,0,3,0
99,69,8,128103.92426681258,3812.879741724061,12,9,3,1
