Customer_ID,Age,Years_as_Customer,Annual_Income,Total_Spend,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Target_Churn
76,58,9,60105.10873010621,4521.242132212219,10,9,1,1
77,62,3,47061.35209554651,1457.148690254052,9,6,2,1
78,47,2,127971.09953349821,1097.3963968252106,14,3,1,1
79,28,7,71127.53271230537,3237.7173130856254,17,5,1,0
80,59,1,96466.98884216721,3338.9274369087548,45,7,3,1
81,20,9,118307.84376881007,4371.171077698316,41,9,4,0
82,23,7,104443.66574926519,4314.2263167718975,26,1,4,0
83,49,1,144061.87157128355,705.2782368815122,23,6,3,1
84,33,6,75647.77664228299,1358.0195819747348,12,9,0,1
85,23,6,110489.5585018791,1380.3914344370685,18,0,0,1
86,38,3,90677.88588005539,115.89163825820643,13,2,2,1
87,40,9,118870.26708356981,4412.460594602067,47,0,0,0
88,63,2,119638.79568241087,689.8805896589928,25,4,0,0
89,25,2,61083.0188448135,1615.7259330066806,9,2,3,1
90,43,9,45303.749599634364,2418.738824424819,1,9,1,0
91,34,8,139913.93253046082,3171.741987812762,32,4,4,1
92,48,4,108518.61075300528,1900.5895844798881,44,2,4,1
93,33,3,139965.8845865978,4224.1047154629,2,3,0,0
94,67,4,142803.46710080362,2540.792039672227,9,5,3,0
95,63,3,55178.9662675328,2923.7266314683784,2,8,2,0
96,43,5,30723.197162154556,353.4364578519059,17,9,3,0
97,21,6,103436.20112105554,556.2776591149988,42,0,3,1
98,40,2,98030.47195511444,2078.3541986781584,25,9,1,0
99,61,2,83503.61593773095,3204.0917584116937,9,1,3,0
